대표도면,출원번호,발명의명칭,발명의명칭(영문),상태,IPC분류,출원인,대리인,발명자,출원일자,등록번호,등록일자,공개번호,공개일자
,1020147036653,N1/N2-락탐 아세틸-CoA 카복실라아제 억제제(N1/N2-LACTAM ACETYL-CoA CARBOXYLASE INHIBITORS),N1/N2-LACTAM ACETYL-CoA CARBOXYLASE INHIBITORS,취하,C07D 471/20|A61K 31/438|A61P 3/10|A61P 3/04,화이자 인코포레이티드,제일특허법인(유),베이글리 스코트 윌리암|도우 로버트 리|그리피스 데이비드 앤드류|스미스 아론 크리스토퍼,2011.10.18,,,1020150006899.0,2015.01.19
,1020117003382,금속 킬레이트화제로서의 데스아자데스페리티오신 폴리에테르 유사체의 신규한 염 및 다형체(NOVEL SALTS AND POLYMORPHS OF DESAZADESFERRITHIOCIN POLYETHER ANALOGUES AS METAL CHELATION AGENTS),NOVEL SALTS AND POLYMORPHS OF DESAZADESFERRITHIOCIN POLYETHER ANALOGUES AS METAL CHELATION AGENTS,거절,C07D 277/12|C07D 277/10|A61K 31/426|A61P 7/06,페로킨 바이오사이언시스 인코포레이티드,특허법인코리아나,테이퍼 에이미 이|리엔호프 휴 와이|페런트 스티븐 디|안드레스 페트리샤|한코 제이슨 에이|장 화민,2009.07.14,,,1020110039347.0,2011.04.15
,1020067026498,"B형 간염에 대한 치료제, 예방제 및 진단제(THERAPEUTIC, PROPHYLACTIC AND DIAGNOSTIC AGENTS FOR HEPATITIS B)","THERAPEUTIC, PROPHYLACTIC AND DIAGNOSTIC AGENTS FOR HEPATITIS B",취하,A61K 39/00|C12N 7/00|C12N 15/12|C12Q 1/68,멜버른 헬스|머독 칠드런스 리서치 인스티튜트,강승옥|김진회,로카르니니 스테픈|비스바나탄 쿠마르,2005.05.19,,,1020070029199.0,2007.03.13
,1020047003775,진단 분석(DIAGNOSTIC ASSAY),DIAGNOSTIC ASSAY,거절,G01N 33/53|C12Q 1/68,메드사익 피티와이 리미티드,신정건|김성기,크리스토퍼슨리차드이안|도스레미디오스크리스토벌길러모|셀러마저데이빗스티븐,2001.09.12,,,1020040062539.0,2004.07.07
,1020200090789,IgE Fc 수용체를 포함하는 융합단백질 및 이를 포함하는 개 알레르기성 질환 치료 용도(FUSION PROTEIN COMPRISING IGE FC RECEPTOR AND USE FOR TREATING CANINE ALLERGIC DISEASES COMPRISING THE SAME),FUSION PROTEIN COMPRISING IGE FC RECEPTOR AND USE FOR TREATING CANINE ALLERGIC DISEASES COMPRISING THE SAME,공개,C07K 14/705|A61K 38/00|A61P 37/08|A23K 10/00,(주)지아이이노베이션,류종우|이내영,장명호|남수연|이경화,2020.07.22,,,1020220011931.0,2022.02.03
,1020200185011,산양유 및 딸기를 주성분으로 한 강아지 간식(DOG SNACKS WITH THE MAIN COMPONET OF GOAT MILK AND STRAWBERRY),DOG SNACKS WITH THE MAIN COMPONET OF GOAT MILK AND STRAWBERRY,공개,A23K 10/30|A23K 50/40|A23K 10/28|A23K 20/163,주식회사 다정한마켓,특허법인임앤정,박민수|박상호|김준서,2020.12.28,,,1020220093884.0,2022.07.05
,2020150006592,약물 주입기(Drug injectors),Drug injectors,소멸,A61D 7/00|A61J 7/00,임학정,김용주,임학정,2015.10.07,2004793030000.0,2016.01.07,,
,1020140156400,개의 품종 식별을 위한 DNA 마커 및 이를 이용한 개 품종 식별방법(A DNA marker for breed discrimination of dog and discriminating method using the same),A DNA marker for breed discrimination of dog and discriminating method using the same,등록,C12Q 1/68,대한민국(농촌진흥청장),특허법인이지,최봉환|김동훈|박미림|김희수,2014.11.11,1017006220000.0,2017.01.23,1020160056491.0,2016.05.20
,2020150001897,쾌적한 환경 유지를 위한 격리챔버가 구비된 분양장(PRE-SALE SECTION OF EQUIPPED WITH ISOLATION CHAMBER FOR MAINTAINING A COMFORTABLE ENVIRONMENT),PRE-SALE SECTION OF EQUIPPED WITH ISOLATION CHAMBER FOR MAINTAINING A COMFORTABLE ENVIRONMENT,포기,A01K 1/03|A01K 1/00|A01K 5/00|A01K 7/00|A01K 23/00,주식회사 러브펫코리아,장완수,최인영,2015.03.25,,,2020160003450.0,2016.10.07
,1020077013584,안트라닐아미드 살충제(ANTHRANILAMIDE INSECTICIDES),ANTHRANILAMIDE INSECTICIDES,등록,C07D 401/04|C07D 231/14|A01N 43/56,이 아이 듀폰 디 네모아 앤드 캄파니,양영준|김영,"람, 조지, 필립|셀비, 토마스, 폴|스티븐슨, 토마스, 마틴|태기, 앤드류, 에드먼드|베레즈나크, 제임스, 프랜시스",2005.11.18,1012924860000.0,2013.07.26,1020070086280.0,2007.08.27
,1020150108599,반려견의 변 받이(Dog''s poop catcher),Dog''s poop catcher,거절,A01K 23/00|A01K 29/00,장태정,,장태정,2015.07.31,,,1020170014750.0,2017.02.08
,1020180156903,개의 슬개골 탈구증 예측 또는 진단용 바이오마커 조성물 및 이를 이용한 개의 슬개골 탈구증 예측 또는 진단 방법(BIOMARKER COMPOSITION FOR PREDICTION OR DIAGNOSIS OF CANINE PATELLAR LUXATION AND METHOD FOR PREDICTION OR DIAGNOSIS OF CANINE PATELLAR LUXATION USING THE SAME),BIOMARKER COMPOSITION FOR PREDICTION OR DIAGNOSIS OF CANINE PATELLAR LUXATION AND METHOD FOR PREDICTION OR DIAGNOSIS OF CANINE PATELLAR LUXATION USING THE SAME,등록,C12Q 1/6883|G16B 20/20,(주)인실리코젠,특허법인(유한) 다래,형기은|경동수|김형용|강병철|최남우,2018.12.07,1020670760000.0,2020.01.10,,
,1020227023589,언어 표현과 이해를 학습하고 돕는 의미 보드와 의미 버튼의 사용(USE OF SEMANTIC BOARDS AND SEMANTIC BUTTONS FOR TRAINING AND ASSISTING THE EXPRESSION AND UNDERSTANDING OF LANGUAGE),USE OF SEMANTIC BOARDS AND SEMANTIC BUTTONS FOR TRAINING AND ASSISTING THE EXPRESSION AND UNDERSTANDING OF LANGUAGE,공개,G09B 19/00|G09B 5/00|G09B 7/00|G09B 1/36|G09B 1/32|G09B 21/00|A01K 15/02|G01N 1/22,"클레버펫, 인크.",허용록,"트로티에, 레오|티에테, 젤머|슈스터, 개리, 스테픈",2020.12.09,,,1020220124713.0,2022.09.14
,1020137024611,천부적인 적응성의 디자인(GENIUS ADAPTIVE DESIGN),GENIUS ADAPTIVE DESIGN,거절,G06F 17/00|G06F 16/00,"케이스, 스티븐",이장혁,"케이스,스티븐",2006.12.19,,,1020130124572.0,2013.11.14
,1020160113225,"부당경량아 또는 저체중아에서의 고호모시스테인혈증 또는 이와 관련된 질환의 발병 위험성 예측 마커 및 이의 이용(Markers for predicting a risk of for predicting onset of hyperhomocystenemia or its related diseases of smallfordate infant or low birth-weight infant, and use thereof)","Markers for predicting a risk of for predicting onset of hyperhomocystenemia or its related diseases of smallfordate infant or low birth-weight infant, and use thereof",등록,G01N 33/68|G01N 33/577|G01N 33/574,이화여자대학교 산학협력단,유미특허법인,김영주|유영아|권은진,2016.09.02,1018724560000.0,2018.06.22,1020180026185.0,2018.03.12
,1020210050203,반려견의 종합적인 영양섭취에 도움을 주는 한약재를 활용한 영양간식 및 제조방법(Nutritional snacks and manufacturing methods using herbal medicines to help pet dogs receive comprehensive nutrition),Nutritional snacks and manufacturing methods using herbal medicines to help pet dogs receive comprehensive nutrition,공개,A23K 10/30|A23K 50/40|A23K 10/22|A23K 20/158|A23K 20/174|A23K 20/163,주식회사 국개대표,,신동화,2021.04.18,,,1020220143981.0,2022.10.25
,1020200171816,스마트 기기를 이용한 사물인터넷 기반 파충류 사육장(Internet of Things-based reptile breeding cage using smart devices),Internet of Things-based reptile breeding cage using smart devices,공개,A01K 67/02|H04N 7/18|G08B 7/06|G06Q 50/02|G16Y 20/10|G16Y 40/10,조홍석|박찬하|최승진|한유진,,조홍석|박찬하|최승진|한유진,2020.12.10,,,1020220082187.0,2022.06.17
,1020200167928,밀월을 사용한 고단백질 애견간식(High-protein dog snack with milwalls),High-protein dog snack with milwalls,공개,A23K 10/20|A23K 50/40|A23K 10/33|A23K 30/20|A23K 40/20,이지원|정윤정,,이지원|정윤정,2020.12.04,,,1020220078801.0,2022.06.13
,1020150156393,보툴리눔 신경독소 E형에 특이적인 폴리펩타이드 및 이의 용도(Botulinum neurotoxin type E-specific polypeptides and uses thereof),Botulinum neurotoxin type E-specific polypeptides and uses thereof,등록,C07K 7/08|G01N 33/58|G01N 33/68,충북대학교 산학협력단,위병갑,안지영|박가영|김양훈|이세희|이은지|안근아,2015.11.09,1016701880000.0,2016.10.21,,
,1020180159378,물 사용없이 애견 세척이 가능한 이동식 애견하우스(A Portable Pethouse),A Portable Pethouse,등록,A01K 1/03|A01K 13/00|A01K 1/02|H05H 1/24|A61L 2/00|A61L 2/14|A61L 9/22,주식회사 플라즈넷,특허법인 신태양,정의종,2018.12.11,1022463540000.0,2021.04.23,1020200071536.0,2020.06.19
,1020210054198,다용도 조립식 보관함 조립체(Case Assembly),Case Assembly,공개,A47B 87/00|A47B 95/00|A47B 96/06,주식회사 현준산업,최학현,김태군,2021.04.27,,,1020220147279.0,2022.11.03
,1020200052152,대결 컨텐츠 서비스 제공 장치 및 방법(Apparatus and method for providing battle video),Apparatus and method for providing battle video,공개,G06Q 50/10|G06Q 50/00|G06Q 30/08,(주)무버스,,형용준|황대균,2020.04.29,,,1020210133497.0,2021.11.08
,1020200058077,대결 컨텐츠 서비스 제공 방법(Method for providing battle video),Method for providing battle video,공개,G06Q 50/10|G06Q 50/00|H04N 21/8549,(주)무버스,,형용준|황대균,2020.05.15,,,1020210140796.0,2021.11.23
,1020170000006,CPTED 하이브리드 CCTV 제어기 및 CPTED 하이브리드 CCTV 내부망을 이용한 자치단체 무선자가통신망 시스템 및 CPTED 하이브리드 CCTV 구축 방법(The CPTED hibrid CCTV controller and the wireless self-governing community communication net system with CPTED hibrid CCTV intranet and its way to build by CCTV Intranet),The CPTED hibrid CCTV controller and the wireless self-governing community communication net system with CPTED hibrid CCTV intranet and its way to build by CCTV Intranet,등록,H04L 12/46|H04W 4/50|H04W 4/38|H04W 12/08|H04N 7/18|H04L 9/40|H04L 65/40|H04L 29/08,주식회사 중부보안,맹성재,채령|정상배,2017.01.01,1019531770000.0,2019.02.22,1020180079629.0,2018.07.11
,1020200179022,"돌봄 서비스 매칭 시스템, 돌봄 서비스 매칭 방법 및 기록 매체에 저장된 프로그램(SYSTEM FOR MATCHING CARE SERVICE, METHOD FOR MATCHING CARE SERVICE AND PROGRAM STORED IN RECORDING MEDIUM)","SYSTEM FOR MATCHING CARE SERVICE, METHOD FOR MATCHING CARE SERVICE AND PROGRAM STORED IN RECORDING MEDIUM",등록,G06Q 50/22|G06Q 30/08|G06Q 50/26|G06F 16/435|G06F 16/535|G06F 16/735|G06T 7/11|G06Q 10/06,임지혜,홍진영,임지혜,2020.12.18,1024730970000.0,2022.11.28,1020220088211.0,2022.06.27
,1020210008138,탈취 및 소독 기능을 갖는 탄소 면상 발열체를 구비한 온열패드(Heating pad comprising carbon fiber plane heating element with deodorization and disinfection function),Heating pad comprising carbon fiber plane heating element with deodorization and disinfection function,공개,A61F 13/472|A61F 7/00|A61F 7/02|H05B 3/34|H05B 3/14,세명대학교 산학협력단,진천웅|정종옥,윤달환,2021.01.20,,,1020220105439.0,2022.07.27
,1020200189279,맞춤형 운동강사 매칭 방법(CUSTOMIZED TRAINER MATCHING METHOD),CUSTOMIZED TRAINER MATCHING METHOD,등록,G06Q 30/06|G06Q 30/02|G06K 9/00|G10L 15/02,(주)후케어스코리아,김남혁,김민지,2020.12.31,1022883260000.0,2021.08.04,,
,1020210101825,데이터 기반 운동강사 추천 애플리케이션의 제어 방법(control method for applications to recommending trainer base on data),control method for applications to recommending trainer base on data,공개,G06Q 30/06|G06Q 30/02|G06K 9/00|G10L 15/02,(주)후케어스코리아,특허법인본,김민지,2021.08.03,,,1020220097157.0,2022.07.07
,1020190037164,TV 제어 시스템 및 이에 적합한 TV 제어 장치(TV control system and tv control device for the same),TV control system and tv control device for the same,등록,H04N 21/422|H04N 21/442|H04N 21/485|H04N 5/58,문병철,김성대,문병철,2019.03.29,1020398570000.0,2019.10.28,,
,1020220000850,사용자 맞춤형 여행일정 서비스 시스템 및 방법(SYSTEM AND METHOD FOR PROVIDING TOUR ITINERARY CUSTOMIZED TO USER),SYSTEM AND METHOD FOR PROVIDING TOUR ITINERARY CUSTOMIZED TO USER,등록,G06Q 50/14|G06Q 50/10|G06F 16/29|G06F 16/9535|H04W 4/021,주식회사 스토리시티,특허법인세원,김윤덕|김하림|박상욱|최승훈|현구민,2022.01.04,1024455550000.0,2022.09.16,,
,1020160042568,CCTV 감시카메라 내부망을 이용한 자치단체 무선자가통신망 시스템 및 구축 방법(The wireless self-governing community communication net system and its way to build by CCTV Intranet),The wireless self-governing community communication net system and its way to build by CCTV Intranet,등록,H04N 7/18|G08B 13/196,채령,,채령,2016.04.07,1017641350000.0,2017.07.27,,
,1020210147053,스튜디오 예약 애플리케이션 시스템(Studio reservation application system),Studio reservation application system,등록,G06Q 10/02|G06Q 10/06|G06Q 50/10|G06Q 20/12,주식회사 사진왕,특허법인 케이투비,권영호,2021.10.29,1024556840000.0,2022.10.13,,
,1020190107799,지능형 디바이스 및 그 제어 방법(ARTIFICIAL DEVICE AND METHOD FOR CONTROLLING THE SAME),ARTIFICIAL DEVICE AND METHOD FOR CONTROLLING THE SAME,취하,G06Q 50/10|G06F 11/34|G06F 9/451|H04W 4/70,엘지전자 주식회사,특허법인로얄,심묘섭|성희정|천동기|허자희,2019.08.30,,,1020190106942.0,2019.09.18
,1020180041255,피트모스 발효물 또는 이의 추출물을 유효성분으로 함유하는 가축 분뇨의 악취 저감제 조성물(An Odor-Reducing Agent of Animal Excretion containing extract of Peat Moss),An Odor-Reducing Agent of Animal Excretion containing extract of Peat Moss,등록,A23K 20/10|A23K 50/75,경상국립대학교산학협력단|조권호,이원희,최양호|윤정용|강석민|김지민|양영록|조권호|조혜진,2018.04.09,1019654170000.0,2019.03.28,1020180039605.0,2018.04.18
,1020150047547,피트모스 발효물 또는 이의 추출물을 유효성분으로 함유하는 가축 분뇨의 악취 저감제 조성물(An Odor-Reducing Agent of Animal Excretion containing extract of Peat Moss),An Odor-Reducing Agent of Animal Excretion containing extract of Peat Moss,거절,A23K 20/10|A23K 50/75,경상국립대학교산학협력단|조권호,이원희,최양호|윤정용|강석민|김지민|양영록|조권호|조혜진,2015.04.03,,,1020160118804.0,2016.10.12
,1020190125233,"상품 리뷰의 키워드 추출 신경망 모델 기반의 맞춤형 상품 추천 장치, 방법 및 이를 위한 기록매체(APPARATUS, METHOD AND RECORDING MEDIUM FOR RECOMENDING CUSTOMIZED PRODUCTS BASED ON KEYWORD EXTRACTION NEURAL NETWORK MODEL OF PRODUCT REVIEW)","APPARATUS, METHOD AND RECORDING MEDIUM FOR RECOMENDING CUSTOMIZED PRODUCTS BASED ON KEYWORD EXTRACTION NEURAL NETWORK MODEL OF PRODUCT REVIEW",등록,G06Q 30/06|G06Q 30/02|G06N 3/08,주식회사 펫키지,이강욱,김민재,2019.10.10,1021356740000.0,2020.07.14,,
,1020190091195,헬스케어 정보 기반의 마켓 플레이스 및 개인별 선호도 제공 방법(METHOD FOR PROVIDING MARKET PLACE AND INDIVIDUAL CHARACTERISTICS BASED ON HEALTH CARE DATA),METHOD FOR PROVIDING MARKET PLACE AND INDIVIDUAL CHARACTERISTICS BASED ON HEALTH CARE DATA,취하,G06Q 30/06|A61B 5/021|A61B 5/145|A61B 5/00|G06Q 50/10|G06Q 50/22,주식회사 에스엠스포츠,홍명기,진현태,2019.07.26,,,1020190095202.0,2019.08.14
,1020227018005,암 치료를 위한 미생물총 및 대사산물의 힘 활용(HARNESSING THE POWER OF MICROBIOTA AND METABOLITES FOR THE TREATMENT OF CANCER),HARNESSING THE POWER OF MICROBIOTA AND METABOLITES FOR THE TREATMENT OF CANCER,공개,A61K 35/745|A61K 35/747|A61P 35/00|A23L 33/135|C12N 1/20|C12R 1/01|C12R 1/225,유티아이 리미티드 파트너쉽,양영준|이상영,"맥코이, 캐슬린 도라|마이거, 루카스 프란츠",2020.11.02,,,1020220116438.0,2022.08.23
,1020190096884,개인미디어 콘텐츠 제작용 소재 거래 중개 시스템(Trade broker system for subject matter of personal media content),Trade broker system for subject matter of personal media content,등록,G06Q 30/08|G06Q 30/06|G06Q 50/10,김혜영|김현오|이승우|류기철,특허법인대한,김혜영|김현오|이승우|류기철,2019.08.08,1022938100000.0,2021.08.19,1020210017510.0,2021.02.17
,1020200058049,대결 컨텐츠 서비스 제공 시스템(System for providing battle video),System for providing battle video,공개,G06Q 50/10|G06Q 50/00|H04N 21/8549,(주)무버스,,형용준|황대균,2020.05.15,,,1020210140792.0,2021.11.23
,1020200058075,대결 컨텐츠 서비스 제공 장치(Apparatus for providing battle video),Apparatus for providing battle video,공개,G06Q 50/10|G06Q 50/00|H04N 21/8549,(주)무버스,,형용준|황대균,2020.05.15,,,1020210140795.0,2021.11.23
,1020200058051,대결 컨텐츠 서비스 제공을 위한 프로그램(Program for providing battle video),Program for providing battle video,공개,G06Q 50/10|G06Q 50/00|H04N 21/8549,(주)무버스,,형용준|황대균,2020.05.15,,,1020210140793.0,2021.11.23
,1020200058052,기록매체(Recording Method),Recording Method,공개,G06Q 50/10|G06Q 50/00|H04N 21/8549,(주)무버스,,형용준|황대균,2020.05.15,,,1020210140794.0,2021.11.23
,1020210008267,캠펜을 포함하는 근위축 또는 근감소증의 예방 또는 치료용 약제학적 조성물(PHARMACEUTICAL COMPOSITION COMPRISING CAMPHENE FOR USE IN THE PREVENTION OR TREATMENT OF MUSCLE ATROPHY OR SARCOPENIA),PHARMACEUTICAL COMPOSITION COMPRISING CAMPHENE FOR USE IN THE PREVENTION OR TREATMENT OF MUSCLE ATROPHY OR SARCOPENIA,공개,A61K 31/015|A61P 21/00|A23L 33/10|A23K 20/105,주식회사 유머스트알엔디,권영준,이강파|백수지,2021.01.20,,,1020220105499.0,2022.07.27
,1020130134304,관심사 카테고리와 키워드 기반 고객 맞춤형 이커머스 제공시스템 및 방법(System and method for providing customized e-commerce based on interest category information and keyword),System and method for providing customized e-commerce based on interest category information and keyword,등록,G06Q 30/02|G06Q 30/06,나동균,고영수,나동균,2013.11.06,1014221280000.0,2014.07.16,,
,1020190119507,통합형 카페 정보 제공 방법(SYSTEM AND METHOD FOR PROVING INTEGRATED CAFE INFOMATION),SYSTEM AND METHOD FOR PROVING INTEGRATED CAFE INFOMATION,포기,G06Q 50/12|G06Q 50/10|G06Q 30/02|G06Q 20/12|G06Q 20/28|G06Q 50/30|G06F 3/048,오선호,특허법인아이피매그나,오선호,2019.09.27,,,1020210037206.0,2021.04.06
,1020180094262,개체의 헬스케어 콘텐츠를 제공하는 방법 및 이를 수행하는 전자 장치(METHOD AND ELECTRONIC DEVICE PROVIDING HEALTHCARE CONTENTS FOR INDIVIDUAL),METHOD AND ELECTRONIC DEVICE PROVIDING HEALTHCARE CONTENTS FOR INDIVIDUAL,등록,H04M 1/725|G06Q 50/10|G06Q 30/02,주식회사 플러스이십일,김정섭,윤석호|안준섭|전푸름,2018.08.13,1021982900000.0,2020.12.28,1020200018889.0,2020.02.21
,1020180044881,채팅내용 기반 캐릭터 성장 콘텐츠 제공방법(METHOD FOR PROVIDING OF CHARATCER GROWING CONTENT BASED ON CHATTING DOCUMENTS),METHOD FOR PROVIDING OF CHARATCER GROWING CONTENT BASED ON CHATTING DOCUMENTS,등록,G06Q 50/30|G06Q 50/10|G06T 13/40,양덕일|이재훈,김영관,양덕일|이재훈,2018.04.18,1020246480000.0,2019.09.18,,
,1020150125053,미래직업 체험 맞춤형 테마파크 서비스 시스템(Future Work Experience Theme Park Tailored Service System),Future Work Experience Theme Park Tailored Service System,거절,G06Q 50/20|H04W 4/00|G06F 3/01|G06Q 50/10,하은주|조완제|(주)윈컴앤어소시에이트,이영수|이영락,하은주|조완제,2015.09.03,,,1020170006233.0,2017.01.17
,1020200042286,"아토피 증상 완화를 위한 와송 기반 제재의 제조방법 및 와송 기반 제재, 이를 이용한 제품(METHOD FOR MAKING ANTI-ATOPY COMPOSITION BASED ON OROSTACHYS JAPHONICUS AND COMPOSITION BASED ON OROSTACHYS JAPHONICUS, AND PRODUCT USING SAME)","METHOD FOR MAKING ANTI-ATOPY COMPOSITION BASED ON OROSTACHYS JAPHONICUS AND COMPOSITION BASED ON OROSTACHYS JAPHONICUS, AND PRODUCT USING SAME",거절,A61K 36/41|A61K 9/00|A61P 17/00|A61K 8/9789|A61Q 19/00,현지연,두호특허법인,현지연,2020.04.07,,,1020210067834.0,2021.06.08
,1020067014238,줄기세포(STEM CELLS),STEM CELLS,거절,C12N 5/07|A61K 35/12|A61K 48/00,옴니사이트 리미티드,특허법인이지,"고든, 마이어틀|하빕, 너지",2004.12.20,,,1020070004574.0,2007.01.09
,1020067004617,식물 스테롤 및 스타놀 에스테르의 콜레스테롤 저하 성능을촉진하는 화합물 및 이를 위한 방법(COMPOUND AND METHOD FOR ENHANCING THE CHOLESTEROLLOWERING PROPERTY OF PLANT STEROL AND STANOL ESTERS),COMPOUND AND METHOD FOR ENHANCING THE CHOLESTEROLLOWERING PROPERTY OF PLANT STEROL AND STANOL ESTERS,취하,C07J 9/00,유니버시티 오브 네브라스카-링컨,신성특허법인(유한),카 티모시 피,2004.09.03,,,1020060083451.0,2006.07.20
,1020210166845,탄소섬유 발열매트의 AI 온도조절 시스템(AI temperature control system of carbon fiber heating mat),AI temperature control system of carbon fiber heating mat,등록,H05B 1/02|G05D 23/19|H05B 3/14|G06N 20/00,주식회사한일의료기,특허법인본,곽노복,2021.11.29,1024228720000.0,2022.07.15,,
,1020160113566,SMART G-WATER CITY 단말기(THE SMART G-WATER CITY DEVICE),THE SMART G-WATER CITY DEVICE,등록,H04M 11/04|H04M 11/00|H04M 11/02,채서령,,채서령|차보영,2016.09.04,1017641330000.0,2017.07.27,,
,1020177011322,탄산칼슘-포함 물질의 입자 크기 분포의 개선 방법(PROCESS FOR IMPROVING PARTICLE SIZE DISTRIBUTION OF CALCIUM CARBONATE-COMPRISING MATERIAL),PROCESS FOR IMPROVING PARTICLE SIZE DISTRIBUTION OF CALCIUM CARBONATE-COMPRISING MATERIAL,등록,C09C 1/02|C08K 3/22,옴야 인터내셔널 아게,김진회|김태홍,포흘 미카엘|라이너 크리스티안|브루너 마틴|스펜 유르겐|틴클 미카엘|베르너 데니스|센티-웬크 아르멜|구타드 엠마누엘,2015.09.28,1019499620000.0,2019.02.13,1020170060138.0,2017.05.31
,1020200002595,QR 코드 제공 시스템(system for providing QR code),system for providing QR code,등록,G06K 19/06|G06Q 30/06,윤영훈,배정일,윤영훈,2020.01.08,1023457470000.0,2021.12.28,1020210089435.0,2021.07.16
,1020180089930,양방향 영상 통화가 가능한 TV 시청 제어 장치(Apparatus for Controlling Watching TV Having Video Call Using Two Way Communication),Apparatus for Controlling Watching TV Having Video Call Using Two Way Communication,등록,H04N 21/422|H04N 21/4363|H04N 21/485,문병철,김성대,문병철,2018.08.01,1019484800000.0,2019.02.08,,
,1020200004746,부동산 정보를 제공하기 위한 방법(METHOD TO PROVIDING INFORMATION OF REAL ESTATE),METHOD TO PROVIDING INFORMATION OF REAL ESTATE,등록,G06Q 50/16|G06F 16/953,주식회사 미디어윌,이대호|박건홍,차원형|이준수|최용덕,2020.01.14,1021479990000.0,2020.08.19,1020200031577.0,2020.03.24
,1020207000001,지능형 서비스 플랫폼 및 방법(INTELLIGENT SERVICE PLATFORM AND METHOD),INTELLIGENT SERVICE PLATFORM AND METHOD,등록,G06Q 10/06|G06F 9/44|G06Q 10/10|G06Q 30/02,"장, 지셍",신동호,"장,지셍",2018.08.15,1022977630000.0,2021.08.30,1020200019168.0,2020.02.21
,1020190179250,폐쇄형 서비스 중개 시스템(Intermediary System for Closed type Service),Intermediary System for Closed type Service,공개,G06Q 50/10|G06Q 30/08|G06Q 50/30|G06Q 20/14|G06Q 20/24,주식회사 경동원,정성준|윤종원|최영수,최용식,2019.12.31,,,1020210085790.0,2021.07.08
,1020160043103,CCTV 감시카메라 내부망을 이용한 자치단체 무선자가통신망 시스템 및 구축 방법(The wireless self-governing community communication net system and its way to build by CCTV Intranet),The wireless self-governing community communication net system and its way to build by CCTV Intranet,취하,H04L 12/28|H04W 84/12|H04W 4/00|G01S 19/01,채현철,,채현철,2016.04.08,,,1020170115665.0,2017.10.18
,1020200101307,셀럽의 맞춤형 쇼핑몰 플랫폼을 위한 서버(SERVER FOR CUSTOMIZED SHOPPING MALL PLATFORM OF CELEBRITY),SERVER FOR CUSTOMIZED SHOPPING MALL PLATFORM OF CELEBRITY,등록,G06Q 30/06|G06Q 30/08,주식회사 엔제이브릿지,서평강|한승재,나경임|정우철,2020.08.12,1022330650000.0,2021.03.23,,
,1020170126428,캣타워 도어(Door with cat tower),Door with cat tower,등록,E06B 5/00|E06B 7/28|A01K 15/02,신현상,이은철|김중호,신현상,2017.09.28,1020167590000.0,2019.08.26,1020190036933.0,2019.04.05
,1020190081156,건물에서의 무선비상방송 시스템 및 방법(Wireless emergency broadcasting system and method in building),Wireless emergency broadcasting system and method in building,등록,H04H 20/59|H04H 20/61|G08B 21/10|G08B 17/06,주식회사 더여일,이재철,김지훈,2019.07.05,1020696070000.0,2020.01.17,,
,1020200094051,인공지능을 이용한 광고주와 인플루언서 중개 서비스 제공 장치 이를 이용한 중개 방법(Advertiser and influencer mediation service provision device using artificial intelligence),Advertiser and influencer mediation service provision device using artificial intelligence,공개,G06Q 30/08|G06Q 30/02|G06N 3/08,주식회사 레뷰코퍼레이션,해움특허법인,장대규,2020.07.28,,,1020220014228.0,2022.02.04
,1020200179129,"4차산업IT융합기술인 문화체육산업의 소셜네트워크를 구성하는 방법(A method of constructing a social network of the 4th industrial IT convergence technology, the cultural sports industry)","A method of constructing a social network of the 4th industrial IT convergence technology, the cultural sports industry",공개,G06Q 50/34|G06Q 50/00|G06Q 50/30|G06Q 50/10|G06F 3/0488|G06F 3/14,정우석,,정우석,2020.12.20,,,1020220088822.0,2022.06.28
,1020220054467,객체를 모니터링 하는 방법 및 이를 위한 시스템(A METHOD FOR MONITORING AN OBJECT AND A SYSTEM FOR THE SAME),A METHOD FOR MONITORING AN OBJECT AND A SYSTEM FOR THE SAME,공개,G16H 50/80|G16H 50/50|G16H 50/70|G16H 50/20|A01K 29/00|A61B 5/01|A61B 5/00|H04N 7/18|G01J 5/48,서울대학교산학협력단,특허법인위솔,태주호,2022.05.02,,,1020220149901.0,2022.11.09
,1020210055071,통관 서류 정보를 생성하는 병행 수입 플랫폼을 운용하는 시스템(system that operates a parallel import platform that generates customs document information),system that operates a parallel import platform that generates customs document information,공개,G06Q 30/06|G06Q 30/02|G06Q 10/10|G06Q 10/08|G06Q 20/12|G06Q 30/04|G06K 9/00|G06T 5/00,주식회사 아비트리,서평강,한태민,2021.04.28,,,1020220147931.0,2022.11.04
,1020170096401,머신 러닝을 사용한 피플루언스 포스팅 광고 서비스 시스템 및 방법(Peopluence posting advertisement service system and method thereof),Peopluence posting advertisement service system and method thereof,등록,G06Q 30/02|G06Q 50/00|G06N 20/00,아이작에스엔씨 주식회사,이여송,최현호,2017.07.28,1018966680000.0,2018.09.03,,
,1020200068898,주얼리 맞춤형 제작 데이터 처리 장치(Manufacture of Tailor-made Jewelry Data Processing Device),Manufacture of Tailor-made Jewelry Data Processing Device,거절,G06Q 50/04|G06Q 30/06|G06Q 50/18|G06Q 30/00,윤정호,,윤정호,2020.06.08,,,1020210152164.0,2021.12.15
